Year,Country code,Country,Population,Total Water Consumption(Billion Cubic Meters),Per Capita Water Use (Liters per Day),Agricultural Water Use (%),Industrial Water Use (%),Household Water Use (%),Rainfall Impact (Annual Precipitation in mm),Groundwater Depletion Rate (%),Water Scarcity Level,Number of dams,Reservoir_Capacity_TMC,Number_of_Industries,ISO_Code,Water_Use_Intensity,Sector_Balance,Infrastructure_per_Capita,Water_Consumption_lag1,Per_Capita_lag1,Water_Consumption_MA3,Population_Rainfall_Interaction,Agri_GW_Interaction
2011,368,Iraq,34200000,65,380,87.8,3.2,6.2,160,4.6,High,288,3180,16000,IRQ,1.90E-06,0.036036036,9.30E-05,65.7,392.9,65.7,5472000000,403.88
2012,356,India,931014000,748.75,1722.04,49.09,27.76,23.63,1334.45,2.15,Low,4660,2204.25,12320,IND,8.04E-07,0.554202436,2.37E-06,728,2198.76,728.0833333,1.24E+12,105.5435
2012,156,China,1350000000,952,1869.03,66.4,27.76,16.207,624.286,7.038,Moderate,22300,890,324000,CHN,7.05E-07,0.411869436,6.59E-07,925,1832.77,925,8.43E+11,467.3232
2012,840,USA,315000000,476,1410,47.4,18.6,13.892,730,20.54,Moderate,85054,486,537143,USA,1.51E-06,0.384297521,1.54E-06,480,1445,480,2.30E+11,973.596
2012,76,Brazil,184200000,64.8,987.1,64.4,13.4,14.4,2048.8,15.2,Low,3071,381.4,331143,BRA,3.52E-07,0.204892966,2.07E-06,63.9,978.5,63.9,3.77E+11,978.88
2012,643,Russia,145485714,82.4,1926.6,25.1,26.3,15.5,484.8,3.7,Moderate,3426,949,143054,RUS,5.66E-07,1.007662835,6.52E-06,84,1932.4,84,70531474147,92.87
2012,484,Mexico,110617143,79.2,297.1,77.6,9.4,12.4,687.1,3.2,Moderate,4943,9200,470000,MEX,7.16E-07,0.119592875,8.32E-05,79.1,300,79.1,76005038955,248.32
2012,36,Australia,247714,14.93,182.4,2.89,42.4,58.1,995.8,6.4,Low,4940,1604,470000,AUS,6.03E-05,10.89974293,0.006475183,15,183.8,15,246673601.2,18.496
2012,826,England,53720000,15.03,815.7,3.51,13.9,58.1,995.8,0.74,Low,4814,1831,247714,GBR,2.80E-07,3.082039911,3.41E-05,15.1,820.3,15.1,53494376000,2.5974
2012,250,France,62725714,33.7,153,11.9,13.2,18.2,820.3,29.4,Moderate,621,8114,222571,FRA,5.37E-07,1.023255814,0.000129357,34,154,34,51453903194,349.86
2012,124,Canada,34300000,38.4,524.6,9.8,72.7,11.2,559,0,Low,13143,66286,44857,CAN,1.12E-06,6.731481481,0.001932536,38.7,530.3,38.7,19173700000,0
2012,392,Japan,123185714,79.6,297.1,62.9,22,16.9,1739,0,Low,2926,17943,325429,JPN,6.46E-07,0.34428795,0.000145658,80,300,80,2.14E+11,0
2012,32,Argentina,41400000,36.4,487.1,71.9,10.2,12.2,547,2.7,Moderate,122,2414,78857,ARG,8.79E-07,0.139917695,5.83E-05,36.2,490,36.2,22645800000,194.13
2012,704,Vietnam,88000000,82,102,85.7,10.2,12.4,1756,2.3,Moderate,940,39629,261714,VNM,9.32E-07,0.117647059,0.00045033,81,101,81,1.55E+11,197.11
2012,608,Philippines,100557143,72,138,75.1,8.1,13.1,2356,2.7,Moderate,1831,1164,92857,PHL,7.16E-07,0.106438896,1.16E-05,71,139,71,2.37E+11,202.77
2012,364,Iran,76742857,93,318,90.9,7.2,8.2,206,20.7,High,172,58,99571,IRN,1.21E-06,0.078346028,7.56E-07,92,324,92,15809028542,1881.63
2012,764,Thailand,65025714,50,411,77.4,9.4,8.1,1443,20.7,Moderate,22571,79429,179429,THA,7.69E-07,0.119897959,0.001221501,49,415,49,93832105302,1602.18
2012,860,Uzbekistan,30242857,53,1497.1,90.6,4.9,8.1,218.6,5.1,High,1629,28314,10000,UZB,1.75E-06,0.05349345,0.000936221,53.5,1520,53.5,6611088540,462.06
2012,792,Turkey,75042857,49.6,161.1,68.7,16.4,18.2,607.1,5.4,Moderate,1317,3523,184286,TUR,6.61E-07,0.235294118,4.69E-05,48.8,162,48.8,45558518485,370.98
2012,604,Peru,30145714,24.4,205.7,82.7,6.2,9.31,1605.7,1.89,High,13129,591,144286,PER,8.09E-07,0.074074074,1.96E-05,24.2,210,24.2,48404972970,156.303
2012,368,Iraq,35014286,64.3,367.1,87.6,3.11,6.26,157.1,4.77,High,295,3131,15571,IRQ,1.84E-06,0.03510158,8.94E-05,65,380,65,5500744331,417.852
2013,356,India,963095000,769.75,1742.15,55.99,20.5,25.69,1236.72,2.25,Moderate,4770,2256.25,12480,IND,7.99E-07,0.35971223,2.34E-06,748.75,1722.04,748.8333333,1.19E+12,125.9775
2013,156,China,1360000000,980,1906.03,65.6,20.5,16.999,623.571,7.267,Low,22450,910,333000,CHN,7.21E-07,0.307807808,6.69E-07,952,1869.03,952.3333333,8.48E+11,476.7152
2013,840,USA,318000000,472,1375,46.6,17.4,13.978,725,20.11,Moderate,85511,484,544286,USA,1.48E-06,0.365546218,1.52E-06,476,1410,476,2.31E+11,937.126
2013,76,Brazil,185800000,65.7,995.9,64.6,13.1,14.6,2041.9,15.8,Low,3143,382.9,340286,BRA,3.54E-07,0.199695122,2.06E-06,64.8,987.1,64.8,3.79E+11,1020.68
2013,643,Russia,145371429,80.9,1921.2,24.7,25.4,15.7,485.9,3.6,Moderate,3431,953,147511,RUS,5.57E-07,0.988326848,6.56E-06,82.4,1926.6,82.43333333,70635977351,88.92
2013,484,Mexico,111954286,79.3,294.3,77.4,9.6,12.6,684.3,3.3,Moderate,4986,9300,480000,MEX,7.08E-07,0.12244898,8.31E-05,79.2,297.1,79.2,76610317910,255.42
2013,36,Australia,249429,14.86,181.1,2.97,41.9,58.3,999.9,6.6,Low,4960,1606,480000,AUS,5.96E-05,10.55415617,0.00643868,14.93,182.4,14.93,249404057.1,19.602
2013,826,England,53980000,14.97,811.2,3.63,13.4,58.3,999.9,0.76,Low,4829,1833,249429,GBR,2.77E-07,2.894168467,3.40E-05,15.03,815.7,15.03333333,53974602000,2.7588
2013,250,France,62931429,33.4,152,11.7,12.8,18.3,822.6,29.9,Moderate,624,8129,223143,FRA,5.31E-07,1.007874016,0.000129172,33.7,153,33.7,51767393495,349.83
2013,124,Canada,34600000,38.1,518.9,9.7,72.3,11.3,560,0,Low,13286,66571,43714,CAN,1.10E-06,6.757009346,0.001924017,38.4,524.6,38.4,19376000000,0
2013,392,Japan,123171429,79.1,294.3,62.7,21.5,16.8,1741,0,Low,2931,17986,318857,JPN,6.42E-07,0.337519623,0.000146024,79.6,297.1,79.56666667,2.14E+11,0
2013,32,Argentina,41800000,36.6,484.3,71.7,10.3,12.3,545,2.8,Moderate,123,2429,79714,ARG,8.76E-07,0.141678129,5.81E-05,36.4,487.1,36.4,22781000000,200.76
2013,704,Vietnam,89000000,83,103,85.4,10.3,12.6,1754,2.4,Moderate,960,40657,272929,VNM,9.33E-07,0.119212963,0.00045682,82,102,82,1.56E+11,204.96
2013,608,Philippines,102314286,73,137,74.6,8.3,13.3,2354,2.8,Moderate,1883,1179,95714,PHL,7.13E-07,0.10978836,1.15E-05,72,138,72,2.41E+11,208.88
2013,364,Iran,77685714,94,312,90.8,7.3,8.3,204,21.4,High,178,59,101143,IRN,1.21E-06,0.079520697,7.59E-07,93,318,93,15847885656,1943.12
2013,764,Thailand,65431429,50,407,76.9,9.6,8.3,1436,21.4,Moderate,23143,79857,184857,THA,7.64E-07,0.123234917,0.001220469,50,411,49.66666667,93959532044,1645.66
2013,860,Uzbekistan,30685714,52.5,1474.3,90.3,4.7,8.3,217.1,5.3,High,1657,28329,20000,UZB,1.71E-06,0.051478642,0.000923198,53,1497.1,53,6661868509,478.59
2013,792,Turkey,75885714,50.4,160.3,68.4,16.6,18.3,604.3,5.6,Moderate,1354,3606,188571,TUR,6.64E-07,0.239193084,4.75E-05,49.6,161.1,49.6,45857736970,383.04
2013,604,Peru,30511429,24.6,201.4,82.5,6.3,9.37,1601.4,1.97,High,13657,594,148571,PER,8.06E-07,0.075449102,1.95E-05,24.4,205.7,24.4,48861002401,162.525
2013,368,Iraq,35828571,63.6,354.3,87.4,3.03,6.31,154.3,4.94,High,303,3083,15143,IRQ,1.78E-06,0.034276018,8.60E-05,64.3,367.1,64.3,5528348505,431.756
2014,356,India,933527000,791,1437.55,54.78,35.4,26.25,1814.19,2.73,Moderate,4880,2309,12640,IND,8.47E-07,0.63463607,2.47E-06,769.75,1742.15,769.8333333,1.69E+12,149.5494
2014,156,China,1370000000,1009,1943.78,64.8,35.4,17.823,622.857,7.496,Moderate,22600,930,342000,CHN,7.36E-07,0.537993921,6.79E-07,980,1906.03,980.3333333,8.53E+11,485.7408
2014,840,USA,321000000,468,1340,45.8,16.2,14.064,720,19.68,Moderate,85968,482,551429,USA,1.46E-06,0.346153846,1.50E-06,472,1375,472,2.31E+11,901.344
2014,76,Brazil,187400000,66.6,1004.8,64.8,12.8,14.8,2035,16.4,Low,3214,384.3,349429,BRA,3.55E-07,0.194528875,2.05E-06,65.7,995.9,65.7,3.81E+11,1062.72
2014,643,Russia,145257143,79.3,1916.2,24.2,24.6,16,487,3.4,Moderate,3437,958,151968,RUS,5.46E-07,0.976190476,6.60E-06,80.9,1921.2,80.86666667,70740228641,82.28
2014,484,Mexico,113291429,79.4,291.4,77.2,9.8,12.8,681.4,3.4,Moderate,5029,9400,490000,MEX,7.01E-07,0.125319693,8.30E-05,79.3,294.3,79.3,77196779721,262.48
2014,36,Australia,251143,14.79,179.8,3.06,41.3,58.4,1004,6.8,Low,4980,1608,490000,AUS,5.89E-05,10.17241379,0.006402701,14.86,181.1,14.86,252147572,20.808
2014,826,England,54240000,14.9,806.8,3.74,12.9,58.4,1004,0.78,Low,4843,1834,251143,GBR,2.75E-07,2.721518987,3.38E-05,14.97,811.2,14.96666667,54456960000,2.9172
2014,250,France,63137143,33.1,151,11.6,12.4,18.4,824.9,30.3,Moderate,628,8143,223714,FRA,5.24E-07,0.984126984,0.000128973,33.4,152,33.4,52081829261,351.48
2014,124,Canada,34900000,37.8,513.2,9.6,72,11.4,561,0,Low,13429,66857,42571,CAN,1.08E-06,6.79245283,0.001915673,38.1,518.9,38.1,19578900000,0
2014,392,Japan,123157143,78.7,291.4,62.6,21,16.8,1743,0,Low,2937,18029,312286,JPN,6.39E-07,0.330188679,0.00014639,79.1,294.3,79.13333333,2.15E+11,0
2014,32,Argentina,42200000,36.8,481.4,71.6,10.4,12.4,543,2.9,Moderate,124,2443,80571,ARG,8.72E-07,0.143250689,5.79E-05,36.6,484.3,36.6,22914600000,207.64
2014,704,Vietnam,90000000,84,104,85.1,10.4,12.8,1752,2.5,Moderate,980,41686,284143,VNM,9.33E-07,0.120789779,0.000463178,83,103,83,1.58E+11,212.75
2014,608,Philippines,104071429,74,136,74.1,8.4,13.4,2352,2.9,Moderate,1934,1193,98571,PHL,7.11E-07,0.111850866,1.15E-05,73,137,73,2.45E+11,214.89
2014,364,Iran,78628571,95,306,90.8,7.4,8.4,202,22.1,High,184,61,102714,IRN,1.21E-06,0.080610022,7.76E-07,94,312,94,15882971342,2006.68
2014,764,Thailand,65837143,51,403,76.3,9.8,8.4,1429,22.1,Moderate,23714,80286,190286,THA,7.75E-07,0.126778784,0.001219464,50,407,50.33333333,94081277347,1686.23
2014,860,Uzbekistan,31128571,52,1451.4,89.9,4.6,8.4,215.7,5.4,High,1686,28343,30000,UZB,1.67E-06,0.050605061,0.000910514,52.5,1474.3,52.5,6714432765,485.46
2014,792,Turkey,76728571,51.2,159.4,68.1,16.8,18.4,601.4,5.8,Moderate,1391,3689,192857,TUR,6.67E-07,0.243125904,4.81E-05,50.4,160.3,50.4,46144562599,394.98
2014,604,Peru,30877143,24.8,197.1,82.4,6.4,9.43,1597.1,2.06,High,14186,597,152857,PER,8.03E-07,0.076738609,1.93E-05,24.6,201.4,24.6,49313885085,169.744
2014,368,Iraq,36642857,62.9,341.4,87.2,2.94,6.37,151.4,5.11,High,310,3034,14714,IRQ,1.72E-06,0.033333333,8.28E-05,63.6,354.3,63.6,5547728550,445.592
2015,356,India,1026976000,812.5,1442.62,41.87,30.28,22.2,1314.4,3.02,Moderate,4990,2362.5,12800,IND,7.91E-07,0.706321437,2.30E-06,791,1437.55,791.0833333,1.35E+12,126.4474
2015,156,China,1380000000,1018,1982.3,64,30.28,18.681,622.143,7.725,Moderate,22750,950,351000,CHN,7.38E-07,0.465846154,6.88E-07,1009,1943.78,1002.333333,8.59E+11,494.4
2015,840,USA,324000000,464,1305,45,15,14.15,715,19.25,Moderate,86425,480,558571,USA,1.43E-06,0.326086957,1.48E-06,468,1340,468,2.32E+11,866.25
2015,76,Brazil,189000000,67.5,1013.9,65,12.5,15,2028.1,17,Low,3286,385.7,358571,BRA,3.57E-07,0.189393939,2.04E-06,66.6,1004.8,66.6,3.83E+11,1105
2015,643,Russia,145142857,77.7,1911.6,23.8,23.7,16.2,488.1,3.3,Moderate,3443,962,156425,RUS,5.35E-07,0.955645161,6.63E-06,79.3,1916.2,79.3,70844228502,78.54
2015,484,Mexico,114628571,79.5,288.6,77,10,13,678.6,3.5,Moderate,5071,9500,500000,MEX,6.94E-07,0.128205128,8.29E-05,79.4,291.4,79.4,77786948281,269.5
2015,36,Australia,252857,14.71,178.5,3.14,40.7,58.6,1008.1,7,Low,5000,1610,500000,AUS,5.82E-05,9.830917874,0.00636721,14.79,179.8,14.78666667,254905141.7,21.98
2015,826,England,54500000,14.83,802.5,3.86,12.4,58.6,1008.1,0.8,Low,4857,1836,252857,GBR,2.72E-07,2.551440329,3.37E-05,14.9,806.8,14.9,54941450000,3.088
2015,250,France,63342857,32.9,150,11.4,12,18.5,827.1,30.7,Moderate,631,8157,224286,FRA,5.19E-07,0.967741935,0.000128775,33.1,151,33.13333333,52390877025,349.98
2015,124,Canada,35200000,37.5,507.5,9.5,71.7,11.5,562,0,Low,13571,67143,41429,CAN,1.07E-06,6.828571429,0.001907472,37.8,513.2,37.8,19782400000,0
2015,392,Japan,123142857,78.3,288.6,62.4,20.5,16.7,1745,0,Low,2943,18071,305714,JPN,6.36E-07,0.323343849,0.000146748,78.7,291.4,78.7,2.15E+11,0
2015,32,Argentina,42600000,37,478.6,71.4,10.5,12.5,541,3,Moderate,125,2457,81429,ARG,8.69E-07,0.145027624,5.77E-05,36.8,481.4,36.8,23046600000,214.2
2015,704,Vietnam,91000000,85,105,84.9,10.5,13,1750,2.6,Moderate,1000,42714,295357,VNM,9.34E-07,0.122235157,0.000469385,84,104,84,1.59E+11,220.74
2015,608,Philippines,105828571,75,135,73.6,8.6,13.6,2350,3,Moderate,1986,1207,101429,PHL,7.09E-07,0.115281501,1.14E-05,74,136,74,2.49E+11,220.8
2015,364,Iran,79571429,96,300,90.7,7.5,8.5,200,22.9,High,190,62,104286,IRN,1.21E-06,0.081788441,7.79E-07,95,306,95,15914285800,2077.03
2015,764,Thailand,66242857,52,399,75.7,10,8.6,1421,22.9,Moderate,24286,80714,195714,THA,7.85E-07,0.130378096,0.001218456,51,403,51,94131099797,1733.53
2015,860,Uzbekistan,31571429,51.5,1428.6,89.6,4.4,8.6,214.3,5.6,High,1714,28357,40000,UZB,1.63E-06,0.048565121,0.000898185,52,1451.4,52,6765757235,501.76
2015,792,Turkey,77571429,52,158.6,67.9,17,18.5,598.6,6,High,1429,3771,197143,TUR,6.70E-07,0.246734398,4.86E-05,51.2,159.4,51.2,46434257399,407.4
2015,604,Peru,31242857,25,192.9,82.2,6.5,9.49,1592.9,2.14,High,14714,600,157143,PER,8.00E-07,0.078125,1.92E-05,24.8,197.1,24.8,49766746915,175.908
2015,368,Iraq,37457143,62.1,328.6,87,2.86,6.43,148.6,5.29,High,318,2986,14286,IRQ,1.66E-06,0.0325,7.97E-05,62.9,341.4,62.86666667,5566131450,460.23
2016,356,India,1064679000,834.25,1095.47,44.62,28.98,22.29,1839.98,3.09,Low,5100,2416.75,12960,IND,7.84E-07,0.635247698,2.27E-06,812.5,1442.62,812.5833333,1.96E+12,137.8758
2016,156,China,1390000000,1027,2021.61,63.8,28.98,19.573,621.429,7.954,Low,22900,960,360000,CHN,7.39E-07,0.447222222,6.91E-07,1018,1982.3,1018,8.64E+11,507.4652
2016,840,USA,327000000,460,1270,44.2,13.8,14.236,720,18.82,Moderate,86882,478,565714,USA,1.41E-06,0.305309735,1.46E-06,464,1305,464,2.35E+11,831.844
2016,76,Brazil,190600000,68.4,1023.2,65.2,12.2,15.2,2021.3,17.6,Low,3357,387.1,367714,BRA,3.59E-07,0.18429003,2.03E-06,67.5,1013.9,67.5,3.85E+11,1147.52
2016,643,Russia,145028571,76.1,1907.3,23.3,22.9,16.5,489.3,3.1,Moderate,3449,967,160882,RUS,5.25E-07,0.942386831,6.67E-06,77.7,1911.6,77.7,70962479790,72.23
2016,484,Mexico,115965714,79.6,285.7,76.8,10.2,13.2,675.7,3.6,Moderate,5114,9600,510000,MEX,6.86E-07,0.131105398,8.28E-05,79.5,288.6,79.5,78358032950,276.48
2016,36,Australia,254571,14.64,177.2,3.23,40.1,58.7,1012.3,7.2,Low,5020,1612,510000,AUS,5.75E-05,9.479905437,0.006332197,14.71,178.5,14.71333333,257702223.3,23.256
2016,826,England,54760000,14.77,798.3,3.97,11.9,58.7,1012.3,0.82,Low,4871,1837,254571,GBR,2.70E-07,2.394366197,3.35E-05,14.83,802.5,14.83333333,55433548000,3.2554
2016,250,France,63548571,32.6,149,11.3,11.6,18.6,829.4,31.1,Moderate,634,8171,224857,FRA,5.13E-07,0.943089431,0.000128579,32.9,150,32.86666667,52707184787,351.43
2016,124,Canada,35500000,37.2,501.8,9.4,71.3,11.6,563,0,Low,13714,67429,40286,CAN,1.05E-06,6.855769231,0.001899408,37.5,507.5,37.5,19986500000,0
2016,392,Japan,123128571,77.9,285.7,62.3,20,16.7,1747,0,Low,2949,18114,299143,JPN,6.33E-07,0.315955766,0.000147115,78.3,288.6,78.3,2.15E+11,0
2016,32,Argentina,43000000,37.2,475.7,71.3,10.6,12.6,539,3.1,Moderate,126,2471,82286,ARG,8.65E-07,0.146611342,5.75E-05,37,478.6,37,23177000000,221.03
2016,704,Vietnam,92000000,86,106,84.6,10.6,13.2,1748,2.7,Moderate,1020,43743,306571,VNM,9.35E-07,0.123831776,0.000475467,85,105,85,1.61E+11,228.42
2016,608,Philippines,107585714,76,134,73.1,8.7,13.7,2352,3.1,Moderate,2037,1221,104286,PHL,7.06E-07,0.117408907,1.13E-05,75,135,75,2.53E+11,226.61
2016,364,Iran,80514286,97,294,90.7,7.6,8.6,198,23.6,High,196,64,105857,IRN,1.20E-06,0.082878953,7.95E-07,96,300,96,15941828628,2140.52
2016,764,Thailand,66648571,52,395,75.1,10.2,8.7,1414,23.6,Moderate,24857,81143,201143,THA,7.80E-07,0.134034166,0.001217475,52,399,51.66666667,94241079394,1772.36
2016,860,Uzbekistan,32014286,51,1405.7,89.3,4.3,8.7,212.9,5.7,High,1743,28371,50000,UZB,1.59E-06,0.047619048,0.000886198,51.5,1428.6,51.5,6815841489,509.01
2016,792,Turkey,78414286,52.8,157.7,67.6,17.2,18.6,595.7,6.2,High,1466,3854,201429,TUR,6.73E-07,0.250728863,4.91E-05,52,158.6,52,46711390170,419.12
2016,604,Peru,31608571,25.2,188.6,82.1,6.6,9.55,1588.6,2.23,High,15243,603,161429,PER,7.97E-07,0.079422383,1.91E-05,25,192.9,25,50213375891,183.083
2016,368,Iraq,38271429,61.4,315.7,86.8,2.77,6.49,145.7,5.46,High,325,2937,13857,IRQ,1.60E-06,0.031548975,7.67E-05,62.1,328.6,62.13333333,5576147205,473.928
2017,356,India,1101131000,856.25,1559.88,53.5,25.77,29.68,1399.41,2.35,Moderate,5210,2471.75,13120,IND,7.78E-07,0.472844037,2.24E-06,834.25,1095.47,834.3333333,1.54E+12,125.725
2017,156,China,1400000000,1036,2061.73,63.6,25.77,20.501,620.714,8.183,Moderate,23050,965,369000,CHN,7.40E-07,0.398916409,6.89E-07,1027,2021.61,1027,8.69E+11,520.4388
2017,840,USA,330000000,456,1235,43.4,12.6,14.322,725,18.39,Moderate,87339,476,572857,USA,1.38E-06,0.283783784,1.44E-06,460,1270,460,2.39E+11,798.126
2017,76,Brazil,192200000,69.3,1032.6,65.4,11.9,15.4,2014.4,18.2,Low,3429,388.6,376857,BRA,3.61E-07,0.179216867,2.02E-06,68.4,1023.2,68.4,3.87E+11,1190.28
2017,643,Russia,144914286,74.6,1903.4,22.9,22,16.7,490.4,3,Moderate,3454,971,165339,RUS,5.15E-07,0.920502092,6.70E-06,76.1,1907.3,76.13333333,71065965854,68.7
2017,484,Mexico,117302857,79.7,282.9,76.6,10.4,13.4,672.9,3.7,Moderate,5157,9700,520000,MEX,6.79E-07,0.134020619,8.27E-05,79.6,285.7,79.6,78933092475,283.42
2017,36,Australia,256286,14.57,175.9,3.31,39.6,58.9,1016.4,7.4,Low,5040,1614,520000,AUS,5.69E-05,9.187935035,0.006297627,14.64,177.2,14.64,260489090.4,24.494
2017,826,England,55020000,14.7,794.2,4.09,11.4,58.9,1016.4,0.84,Low,4886,1839,256286,GBR,2.67E-07,2.239685658,3.34E-05,14.77,798.3,14.76666667,55922328000,3.4356
2017,250,France,63754286,32.3,148,11.1,11.2,18.7,831.7,31.6,Moderate,637,8186,225429,FRA,5.07E-07,0.925619835,0.000128399,32.6,149,32.6,53024439666,350.76
2017,124,Canada,35800000,36.9,496.1,9.3,71,11.7,564,0,Low,13857,67714,39143,CAN,1.03E-06,6.893203883,0.001891452,37.2,501.8,37.2,20191200000,0
2017,392,Japan,123114286,77.4,282.9,62.1,19.5,16.6,1749,0,Low,2954,18157,292571,JPN,6.29E-07,0.309033281,0.000147481,77.9,285.7,77.86666667,2.15E+11,0
2017,32,Argentina,43400000,37.4,472.9,71.1,10.7,12.7,537,3.2,Moderate,127,2486,83143,ARG,8.62E-07,0.148404993,5.73E-05,37.2,475.7,37.2,23305800000,227.52
2017,704,Vietnam,93000000,87,107,84.3,10.7,13.4,1746,2.8,Moderate,1040,44771,317786,VNM,9.35E-07,0.125439625,0.000481409,86,106,86,1.62E+11,236.04
2017,608,Philippines,109342857,77,133,72.6,8.9,13.9,2354,3.2,Moderate,2089,1236,107143,PHL,7.04E-07,0.120923913,1.13E-05,76,134,76,2.57E+11,232.32
2017,364,Iran,81457143,98,288,90.6,7.7,8.7,196,24.3,High,202,65,107429,IRN,1.20E-06,0.084061135,7.98E-07,97,294,97,15965600028,2201.58
2017,764,Thailand,67054286,53,391,74.6,10.4,8.9,1407,24.3,Moderate,25429,81571,206571,THA,7.90E-07,0.137566138,0.001216492,52,395,52.33333333,94345380402,1812.78
2017,860,Uzbekistan,32457143,50.5,1382.9,88.9,4.1,8.9,211.4,5.9,High,1771,28386,60000,UZB,1.56E-06,0.045606229,0.000874569,51,1405.7,51,6861440030,524.51
2017,792,Turkey,79257143,53.6,156.9,67.3,17.4,18.7,592.9,6.4,High,1503,3937,205714,TUR,6.76E-07,0.254758419,4.97E-05,52.8,157.7,52.8,46991560085,430.72
2017,604,Peru,31974286,25.4,184.3,81.9,6.7,9.61,1584.3,2.31,High,15771,606,165714,PER,7.94E-07,0.080820265,1.90E-05,25.2,188.6,25.2,50656861310,189.189
2017,368,Iraq,39085714,60.7,302.9,86.6,2.69,6.54,142.9,5.63,High,333,2889,13429,IRQ,1.55E-06,0.030707763,7.39E-05,61.4,315.7,61.4,5585348531,487.558
2018,356,India,1138658000,878.5,975.93,50.46,31.29,23.59,1713.83,2.44,Moderate,5320,2527.5,13280,IND,7.72E-07,0.608045084,2.22E-06,856.25,1559.88,856.3333333,1.95E+12,123.1224
2018,156,China,1410000000,1045,2102.69,63.4,31.29,21.467,620,8.412,Moderate,23200,970,378000,CHN,7.41E-07,0.485869565,6.88E-07,1036,2061.73,1036,8.74E+11,533.3208
2018,840,USA,333000000,452,1200,42.6,11.4,14.408,730,17.96,Low,87796,474,580000,USA,1.36E-06,0.26146789,1.42E-06,456,1235,456,2.43E+11,765.096
2018,76,Brazil,193800000,70.2,1042.2,65.6,11.6,15.6,2007.5,18.8,Low,3500,390,386000,BRA,3.62E-07,0.174174174,2.01E-06,69.3,1032.6,69.3,3.89E+11,1233.28
2018,643,Russia,144800000,73,1899.8,22.4,21.2,17,491.5,2.8,Moderate,3460,976,169796,RUS,5.04E-07,0.905982906,6.74E-06,74.6,1903.4,74.56666667,71169200000,62.72
2018,484,Mexico,118640000,79.8,280,76.4,10.6,13.6,670,3.8,Moderate,5200,9800,530000,MEX,6.73E-07,0.136950904,8.26E-05,79.7,282.9,79.7,79488800000,290.32
2018,36,Australia,258000,14.5,174.6,3.4,39,59,1020.5,7.6,Low,5060,1616,530000,AUS,5.62E-05,8.863636364,0.006263542,14.57,175.9,14.57,263289000,25.84
2018,826,England,55280000,14.63,790.2,4.2,10.9,59,1020.5,0.86,Low,4900,1840,258000,GBR,2.65E-07,2.096153846,3.33E-05,14.7,794.2,14.7,56413240000,3.612
2018,250,France,63960000,32,147,11,10.8,18.8,834,32,High,641,8200,226000,FRA,5.00E-07,0.9,0.000128205,32.3,148,32.3,53342640000,352
2018,124,Canada,36100000,36.6,490.4,9.2,70.7,11.8,565,0,Low,14000,68000,38000,CAN,1.01E-06,6.931372549,0.001883656,36.9,496.1,36.9,20396500000,0
2018,392,Japan,123100000,77,280,62,19,16.6,1750,0,Low,2960,18200,286000,JPN,6.26E-07,0.301587302,0.000147847,77.4,282.9,77.43333333,2.15E+11,0
2018,32,Argentina,43800000,37.6,470,71,10.8,12.8,535,3.3,Moderate,128,2500,84000,ARG,8.58E-07,0.15,5.71E-05,37.4,472.9,37.4,23433000000,234.3
2018,704,Vietnam,94000000,88,108,84,10.8,13.6,1744,2.9,Moderate,1060,45800,329000,VNM,9.36E-07,0.127058824,0.000487234,87,107,87,1.64E+11,243.6
2018,608,Philippines,111100000,78,132,72.1,9,14,2356,3.3,High,2140,1250,110000,PHL,7.02E-07,0.123119015,1.13E-05,77,133,77,2.62E+11,237.93
2018,364,Iran,82400000,99,282,90.6,7.8,8.8,194,25,High,208,67,109000,IRN,1.20E-06,0.085152838,8.13E-07,98,288,98,15985600000,2265
2018,764,Thailand,67460000,54,387,74,10.6,9,1400,25,Moderate,26000,82000,212000,THA,8.00E-07,0.141333333,0.001215535,53,391,53,94444000000,1850
2018,860,Uzbekistan,32900000,50,1360,88.6,4,9,210,6,High,1800,28400,65000,UZB,1.52E-06,0.044642857,0.000863222,50.5,1382.9,50.5,6909000000,531.6
2018,792,Turkey,80100000,54.4,156,67,17.6,18.8,590,6.6,High,1540,4020,210000,TUR,6.79E-07,0.258823529,5.02E-05,53.6,156.9,53.6,47259000000,442.2
2018,604,Peru,32340000,25.6,180,81.8,6.8,9.67,1580,2.4,High,16300,609,170000,PER,7.92E-07,0.082125604,1.88E-05,25.4,184.3,25.4,51097200000,196.32
2018,368,Iraq,39900000,60,290,86.4,2.6,6.6,140,5.8,High,340,2840,13000,IRQ,1.50E-06,0.029748284,7.12E-05,60.7,302.9,60.7,5586000000,501.12
2019,356,India,1110483000,901,1055.27,52.23,26.4,27.72,999.73,2.24,Moderate,5430,2584,13440,IND,8.11E-07,0.495960924,2.33E-06,878.5,975.93,878.5833333,1.11E+12,116.9952
2019,156,China,1420000000,1054,2144.5,63.2,26.4,22.471,619.286,8.641,Moderate,23350,975,387000,CHN,7.42E-07,0.411214953,6.87E-07,1045,2102.69,1045,8.79E+11,546.1112
2019,840,USA,336000000,448,1165,41.8,10.2,14.494,735,17.53,Low,88253,472,587143,USA,1.33E-06,0.238317757,1.40E-06,452,1200,452,2.47E+11,732.754
